question_text,option_a,option_b,option_c,option_d,correct_index,section_name,year
"The number of prime numbers lying between 476 and 491, both included, is:",2,5,3,4,2,Mathematics,2024
"Shivam got an increase of 4% in his sales amount in the first year and 25% in the second year. Also with this, his current sales are ₹1,40,400, what was his sales (in ₹) two years ago?","₹88,000","₹1,35,000","₹1,08,000","₹1,12,320",2,Mathematics,2023
A bus traveling at 75 km/hr completes a journey in 17 hours. What should be its speed to cover the same distance in 5 hours?,"1,247 km/hr",264 km/hr,255 km/hr,261 km/hr,2,Mathematics,2023
"Yash travels 200 km at 25 km/hr, the next 210 km at 31 km/hr and the next 204 km at 51 km/hr. What is his average speed (in km/hr) for the whole journey? (Round off your answer to two decimal places)",18.68,27.22,27.91,30.01,2,Mathematics,2023
"Pipe P can fill 7/9 part of a tank in 14 hours and pipe Q can fill 5/9 part of the tank in 14 hours. Both P and Q were kept open for 2 hours, then both were closed. Pipe R emptied the water in the tank in 6 hours. Pipes P, Q and R together can empty the tank in how many hours?",3 hours,12 hours,18 hours,19 hours,1,Mathematics,2023
"Four times P's present age exceeds Q's present age by 41 years. After 10 years, three times Q's age will be 53 years less than seven times P's age at that time. What is Q's present age?",71,62,67,63,3,Mathematics,2023
The average of first 161 even numbers is,162,162.5,161.5,163,0,Mathematics,2023
"Sneha, Yash and Rohan invested ₹1,090, ₹1,170 and ₹1,340, respectively to start a business. If the profit at the end of the year is ₹1,620, what is Rohan’s share of the profit?",₹603,₹602,₹606,₹605,0,General Intelligence and Reasoning,2024
"M and N start a business. M invests ₹38,000 more than N invests for 2 months and N for 3 months. M’s share is ₹461 more than that of N, out of a total profit of ₹6,915. Find the capital contributed by M.","₹91,400","₹91,200","₹91,000","₹91,800",1,General Intelligence and Reasoning,2024
"A can lay railway track between two given stations in 22 days and B can do the same job in 11 days. With the help of C, they did the job in 4 days only. Then, C alone can do the job in",13/5 days,17/5 days,11/5 days,8/5 days,3,General Intelligence and Reasoning,2024
"Find the simple interest (in ₹) on ₹4,000 at 6.75% per annum rate of interest deposited on 26 February 2024 and withdrawn on 27 April 2024.",₹44,₹43,₹46,₹45,3,General Intelligence and Reasoning,2024
Find the volume of the cylinder whose height and radius are 7 cm and,190.01 cm³,197.82 cm³,195.68 cm³,193.58 cm³,1,General Intelligence and Reasoning,2024
"Sapna invested ₹21,300 on simple interest, partly at 14% per annum and partly at 11% per annum. If she earns equal interests from the two investments after 3 years, then find the sum invested at 14% per annum (in ₹).","9,369","9,373","9,372","9,374",2,General Intelligence and Reasoning,2024
"What will come in the place of the question mark (?) in the following equation, if '+' and '-' are interchanged and 'x' and '/' are interchanged? 32 + 8 x 2 - 12 + 5 = ?",1.89,2.88,3.85,4.87,1,General Intelligence and Reasoning,2023
What should come in place of the question mark (?) in the given series based on the English alphabetical order? FIL ADG VYB QTW ?,LKO,LOR,RLO,ROL,1,General Intelligence and Reasoning,2023
"In the following number-pairs, the second number is obtained by applying certain mathematical operations to the first number. Select the set in which the numbers are related in the same way as are the numbers of the following sets. (NOTE: Operations should be performed on the whole numbers, without breaking down the numbers into their constituent digits. E.g. 13 - Operations on 13 such as adding/subtracting/multiplying to 13 can be performed. Breaking down 13 into 1 and 3 and then performing mathematical operations on 1 and 3 is not allowed.) 24, 66 18, 48","1. 22, 58","2. 28, 74","3. 30, 84","4. 20, 56",2,General Intelligence and Reasoning,2023
"Seven boxes G, H, I, K, L, M and S are kept one over the other but not necessarily in the same order. Only four boxes are kept between I and K. Only S is kept above I. Only two boxes are kept between M and G. H is kept immediately above L. G is not kept immediately above K. Which box is kept fourth from the top?",1. G,2. M,3. H,4. L,2,General Intelligence and Reasoning,2023
What should come in place of the question mark (?) in the given series? 6 6 7 11 20 ?,1. 38,2. 37,3. 35,4. 36,3,General Intelligence and Reasoning,2023
Each of the digits in the number 83423671 is arranged in ascending order from left to right. What will be the sum of the digits that are third from the left and fourth from the right in the new number thus formed?,1. 10,2. 9,3. 11,4. 8,3,General Intelligence and Reasoning,2023
"Seven people G, H, I, K, L, M and S are sitting in a row, facing north. Only three people sit between I and S. M sits to the immediate left of S. No one sits to the right of I. Only two people sit between H and M. K sits to the immediate right of L. How many people sit between G and K?",Three,Four,One,Two,3,General Intelligence and Reasoning,2024
"Read the given statement(s) and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusions logically follow(s) from the statement(s). Statements: Some homestays are resorts. Some resorts are palaces. Conclusions: (i) Some homestays are palaces. (ii) All palaces are resorts.",Both conclusions (i) and (ii) follow.,Neither conclusion (i) nor (ii) follows.,Only conclusion (ii) follows.,Only conclusion (i) follows.,1,General Intelligence and Reasoning,2024
"Tirtha starts from Point Y and drives 23 km towards north. He then takes a right turn, drives 12 km. He then turns right and drives 27 km. He takes a final right turn, drives 12 km and stops at Point Z. How far (shortest distance) and towards which direction should he drive in order to reach Point Y again? (All turns are 90° turns only unless specified.)",5 km towards south,9 km towards west,4 km towards north,5 km towards east,2,General Intelligence and Reasoning,2024
"Laxman starts from Point A and drives 7 km towards south. He then takes a right turn, drives 8 km, turns right and drives 9 km. He then takes a right turn and drives 9 km. He takes a final right turn, drives 2 km and stops at Point P. How far (shortest distance) and towards which direction should he drive in order to reach Point A again? (All turns are 90° turns only unless specified.)",2 km to west,4 km to west,1 km to west,3 km to west,2,General Intelligence and Reasoning,2024
"Read the given statements and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusions logically follow(s) from the statements. Statements: All bricks are spoons. No brick is a cricket. Conclusion (i): Some crickets are spoons. Conclusion (ii): All spoons are crickets.",Neither conclusion (i) nor (ii) follows.,Only conclusion (i) follows.,Both conclusions (i) and (ii) follow.,Only conclusion (ii) follows.,0,General Intelligence and Reasoning,2024
"L, M, N, O, Q, R, and S are sitting around a circular table facing the centre of the table. R is second to the left of O. Only one person sits between O and S when counted from the left of S. Only two persons sit between Q and L when counted from the right of L. N is an immediate neighbour of Q. Who sits third to the right of M?",R,N,Q,L,0,General Intelligence and Reasoning,2024
"Refer to the following number and symbol series and answer the question. Counting to be done from left to right only. (Left) @ 3 5 1 7 % @ 2 1 @ 4 4 9 & @ 1 @ £ 5 5 (Right) How many such numbers are there, each of which is immediately preceded by a number and also immediately followed by a symbol?",1,2,3,4,1,General Intelligence and Reasoning,2024
"CHRX is related to HMXD in a certain way based on the English alphabetical order. In the same way, WBPV is related to BGVB. To which of the given options is LQHN related, following the same logic?",QVTN,QVNT,QTNV,QTYU,1,General Intelligence and Reasoning,2024
"In a certain code language, 'DELT' is coded as '1473' and 'BLED' is coded as '7234'. What is the code for 'B' in the given code language?",1,2,3,4,1,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series? 561 562 564 ? 571 576,566,569,568,567,3,General Intelligence and Reasoning,2024
"FI 11 is related to KN 8 in a certain way. In the same way, NO 25 is related to SV 22. To which of the following is OR 17 related, following the same logic?",TW 14,UW 14,JM 11,TW 15,0,General Intelligence and Reasoning,2024
"In a certain code language, 'LOAN' is coded as '4357' and 'NIKE' is coded as '1346'. What is the code for 'I' in the given code language?",4,1,6,7,0,General Intelligence and Reasoning,2024
"What will come in the place of the question mark (?) in the following equation, if '+' and '-' are interchanged and 'x' and '÷' are interchanged? 7 + 4 + 20 - 72 x 6 = ?",120,26,33,13,0,General Intelligence and Reasoning,2024
'A ∈ B' means 'A is the mother of B'; 'A ∉ B' means 'A is the brother of B'; 'A ⊂ B' means 'A is the wife of B' and 'A = B' means 'A is the father of B'. How is W related to R if W ∉ A ∈ C ⊂ D = R?,Mother's mother's brother,Brother,Mother's father,Father,0,General Intelligence and Reasoning,2024
"If 'A' stands for '÷', 'B' stands for '+', 'C' stands for 'x' and 'D' stands for '-', then what will be come in place of the question mark (?) in the following equation? 18 A 3 D 8 B 2 C 12 = ?",12,7,10,12,0,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series? 18 23 17 24 16 ?,1 20,2 34,3 28,4 25,3,General Intelligence and Reasoning,2024
Which of the following letter-number clusters will replace the question mark (?) in the given series to make it logically complete? Z122Y V101U R82Q N65M ?,K50L,J49I,K49L,J50I,3,General Intelligence and Reasoning,2024
"Seven boxes A, B, C, D, E, F and G are kept one over the other but not necessarily in the same order. Only C is kept above D. Only two boxes are kept between D and E. Only A is kept below B. F is not kept immediately above E. How many boxes are kept between B and F?",Two,Four,Three,One,0,General Intelligence and Reasoning,2024
"This question is based on the five, three-digit numbers given below. (Left) 475 648 857 591 362 (Right) (Example: 697 – First digit = 6, second digit = 9 and third digit = 7) (NOTE: All operations to be done from left to right.) If 1 is added to the third digit of every number, then how many numbers will become even?",Three,One,None,Two,0,General Intelligence and Reasoning,2024
"Seven boxes C, D, E, M, N, O and P are kept one over the other but not necessarily in the same order. Only O is kept above C. Only E is kept between C and M. Only P is kept below N. How many boxes are kept between O and P?",Three,Two,Four,One,3,General Intelligence and Reasoning,2024
Select the pair which follows the pattern as that followed by the two pairs given below. Both pairs follow the same pattern.,CAL : GVP,FCV : KZQ,TLW : XQA,SLU : VGX,0,General Intelligence and Reasoning,2024
"Who among the following was the first political leader in India to openly put forward, in his newspaper Bande Mataram, the idea of complete independence for the country?",Rabindranath Tagore,Swami Vivekananda,Sri Aurobindo,Mahatma Gandhi,2,General Awareness,2024
Which of the following is an impact of river meandering in plains?,Formation of rift valleys,Formation of waterfalls,Formation of rapids,Formation of oxbow lakes,3,General Awareness,2024
"In May 2025, India conducted joint military exercises with which country under the name 'Garuda Shakti 2025', aiming to strengthen counter-terrorism cooperation?",Indonesia,Russia,Sri Lanka,France,0,General Awareness,2024
Which biomolecules are responsible for catalysing biochemical reactions?,Polysaccharides,Enzymes,Nucleotides,Phospholipids,1,General Awareness,2024
When was Maha Shivaratri celebrated in 2025?,7 June,14 March,25 February,12 May,2,General Awareness,2024
Which of the following power projects is based on nuclear energy?,Bhakra Nangal,Kalpakkam,Koyna,Tehri,1,General Awareness,2023
"In which of the following years did the Union Cabinet, chaired by the Prime Minister Shri Narendra Modi, approve the Revised Rashtriya Gokul Mission (RGM) to boost growth in the livestock sector?",2019,2025,2021,2016,1,General Awareness,2023
"As per the May 2025 Supreme Court ruling, what is the minimum number of years of legal practice required for law graduates to be eligible for Civil Judge examinations?",5 years,1 year,2 years,3 years,3,General Awareness,2023
"In May 2025, which Indian state signed an MoU with IN-SPACe to establish a Space Tech Manufacturing Park and Centre of Excellence?",Telangana,Maharashtra,Gujarat,Karnataka,3,General Awareness,2023
What are endemic species?,Species that have migrated recently,Species found in every forest,Exotic animals brought from other countries,Species found only in a particular area and nowhere else,3,General Awareness,2023
The Tenth Schedule of the Indian Constitution is related to the:,recognition of languages,protection of land reform laws,disqualification on grounds of defection,distribution of seats in the Lok Sabha,2,General Awareness,2023
Which Article of the Constitution provides special provisions for the State of Nagaland?,Article 371A,Article 370,Article 371B,Article 371D,0,General Awareness,2023
Which of the following is NOT an instrument of parliamentary control over the executive in India?,No-confidence motion against the Council of Ministers,Approval of government bills (laws) by the Parliament,Question Hour in the Lok Sabha,Judicial review of executive actions,3,General Awareness,2023
Which of the following is a dimensionless quantity?,Velocity,Acceleration,Refractive index,Gravitational force,2,General Awareness,2023
Which of the following statements about friction is correct?,Static friction opposes impending motion and kinetic friction opposes actual motion.,Both static and kinetic friction depend on the area of contact.,"Static friction opposes actual motion, while kinetic friction opposes impending motion.",Kinetic friction is always greater than static friction.,0,General Awareness,2023
The Mudumal Megalithic Menhir is located in which state that was included in the tentative list of India by UNESCO World Heritage Centre in February 2023?,Karnataka,Telangana,Tamil Nadu,Andhra Pradesh,1,General Awareness,2023
What was the life expectancy in India in 1947?,52 years,31 years,38 years,45 years,1,General Awareness,2023
"In April 2023, IN-SPACe launched an initiative inviting private firms to develop modular satellite platforms to carry multiple payloads, aiming to reduce reliance on foreign satellite services. What is this initiative called?",Modular Orbital Hosting Programme (MOHP),ISRO Commercial Payload Initiative (ICPI),Satellite Bus as a Service (SBaaS),National Space-Based Internet Mission (NSBIM),2,General Awareness,2023
When was the Rural Landless Employment Guarantee Programme (RLEGP) launched?,26 January 1982,15 August 1983,2 October 1985,1 April 1980,1,General Awareness,2023
The President of India is also the Supreme Commander of which force in India?,Armed Forces,Border Security Force,Intelligence Agencies,Police Forces,0,General Awareness,2023
Which of the following is an efficient way to organise files on a computer?,Create different folders based on categories of files,Store all files in the Recycle Bin,Rename all files with random characters,Keep all files in the same folder,0,General Awareness,2023
"On 22 May 2025, Israeli forces reportedly fired warning shots near a delegation of diplomats visiting which area, leading to international condemnation?",Sinai Peninsula,Golan Heights,West Bank,Gaza Strip,2,General Awareness,2025
"Human Development is a key aspect of economic development. As per the UNDP’s Human Development Report 2025, where does India rank globally?",144,119,130,100,2,General Awareness,2025
"Which Indian AI startup launched Shuka 1.0, an open-source audio language model supporting 10 Indian languages, in August 2024?",Qure.ai,Sarvam AI,HealthifyMe,Niramai,1,General Awareness,2025
"In December 2024, at the King Cup International Badminton Open, whom did Lakshya Sen defeat to claim the third place?",Alex Lanier,Anthony Sinisuka Ginting,Kento Momota,Viktor Axelsen,0,General Awareness,2025
Which Act provided separate legislative subjects for the Centre and Provinces with three distinct lists?,Government of India Act 1935,Indian Independence Act 1947,Government of India Act 1858,Government of India Act 1919,0,General Awareness,2025
"Prime Minister Narendra Modi chaired which edition of the Governing Council meeting of NITI Aayog at Bharat Mandapam, New Delhi on 24 May 2025?",9th,11th,8th,10th,3,General Awareness,2025
"Gyandevshwar (1275 A.D.) holds a unique position in Marathi literature, primarily because he was:",a celebrated playwright,the first and foremost Bhakti poet,a renowned court historian,a compiler of ancient texts,1,General Awareness,2025
The concept of 'watershed' is primarily associated with:,Rainfall distribution,Climate zones,Mountain formation,River catchment area,3,General Awareness,2023
What does the Alt + Tab keyboard shortcut do in Windows?,Opens the Start menu,Closes the current window,Locks the computer screen,Switches between open applications,3,General Awareness,2023
"What major change was made by the 86th Constitutional Amendment Act, 2002?",Declared education as a Fundamental Right,Abolished the Legislative Council,Bifurcated the SC/ST Commission,Increased the President's term,0,General Awareness,2023
Which of the following deserts is visible in the southern part of the world map?,Kalahari Desert,Thar Desert,Sonoran Desert,Gobi Desert,0,General Awareness,2023
Tourism is classified as a tertiary activity because it involves:,Production of goods,Extracting natural resources,Selling of machinery,Providing services to people,3,General Awareness,2023
Which department of the Delhi Sultanate was responsible for military organisation and administration of the empire's army?,Diwan-i-Insha,Diwan-i-Riyasat,Diwan-i-Arz,Diwan-i-Risalat,2,General Awareness,2023
Who among the following had given the idea to mobilise all the leading Indian political leaders under a common platform called the Indian National Congress?,A O Hume,W C Bannerjee,Surendranath Bannerjee,Ananda Mohan Bose,0,General Awareness,2023
"Microliths, which are tiny stone tools usually stuck on to handles of bones or woods to make tools like saws and sickles. These were mostly found in which age?",Neolithic age,Chalcolithic age,Mesolithic age,Paleolithic age,2,General Awareness,2023
"How many public sector banks are operating in India, as on 1 May 2025?",12,8,10,14,0,General Awareness,2025
Who among the following was conferred with a Padma Bhushan Award 2025 in the field of (Posthumous) Affairs in April 2025?,Shri Nandamuri Balakrishna,Shri MT Vasudevan Nair,Dr. Duvvur Nageshwar Reddy,Shri Sushil Kumar Modi,3,General Awareness,2025
"The Karakattam (Karagattam) dance, known for its unique balancing of pitchers, is primarily prevalent in which of the following states of India?",Tamil Nadu,Andhra Pradesh,Kerala,Karnataka,0,General Awareness,2025
Which Article of the Indian Constitution was amended by the 106th Constitutional Amendment Act to provide for women's reservation in the Legislative Assembly of Delhi?,Article 332A,Article 243D,Article 330A,Article 239AA,3,General Awareness,2025
A dealer runs a scheme offering 'buy 5 items and get 2 items free'. Each item is priced at ₹250. What is the total discount amount for a customer buying under this scheme?,₹600,₹500,₹700,₹750,1,General Awareness,2025
"A number, when increased by 50%, gives 3580. The number is:",16712.5,1118.75,4475,2237.5,3,General Awareness,2025
The LCM of the numbers 3.8 and 0.052 is:,0.494,2.494,3.494,4.494,1,General Awareness,2025
Vikram has to reach Chennai which is 886 km away in 17 hours. His starting speed for 8 hours was 53 km/hr. For the next 150 km his speed was 50 km/hr. By what speed he must travel now so as to reach Chennai in the decided time of 17 hours?,1. 51 km/hr,2. 57 km/hr,3. 52 km/hr,4. 56 km/hr,2,Mathematics,2023
The sum of the squares of two consecutive even natural numbers is 1924. The sum of the numbers is:,1. 68,2. 62,3. 54,4. 60,1,Mathematics,2023
"The number of prime numbers lying between 411 and 424, both included, is:",1. 2,2. 5,3. 4,4. 3,0,Mathematics,2023
"The average weight (in kg) of a family of five members whose weights are 40 kg, 49 kg, 56 kg, 76 kg and 35 kg is:",1. 51.2,2. 52.2,3. 50.2,4. 53.2,0,Mathematics,2023
"A, B and C started a business investing ₹610, ₹630 and ₹1,450, respectively. If B's share in the profit earned by them is ₹591, what is the difference in the profit (in ₹) earned by A and C?",1. ₹791,2. ₹786,3. ₹785,4. ₹788,3,Mathematics,2023
The average of first 171 even numbers is,1. 171.5,2. 173,3. 172,4. 172.5,2,Mathematics,2023
The total surface area of a cube having side 74 cm is:,1. 32896 cm²,2. 32846 cm²,3. 32856 cm²,4. 32857 cm²,2,Mathematics,2023
"A can lay railway track between two given stations in 21 days and B can do the same job in 15 days. With the help of C, they did the job in 2 days only. Then, C alone can do the job in",16/27 days,10/27 days,12/27 days,8/27 days,0,Mathematics,2024
Evaluate: (-9) – (-60) ÷ (-12) + (-2) × 8,-30,-32,-33,-29,0,Mathematics,2024
"A shopkeeper lists the price of a fan at 35% above its cost price and offers a 25% discount on its list price. If he earns a profit of ₹171, then what is the list price (in ₹) of the fan?","11,547","11,598","11,628","11,406",2,Mathematics,2024
"Which of the following numbers divides 78,89,73,289?",13,7,18,12,0,Mathematics,2024
"By selling 6 buttons for a rupee, a man loses 45%. To gain 10% how many must he sell for a rupee?",3,4,5,2,0,Mathematics,2024
A sum of money triples itself at a certain rate of compound interest in 5 years. In how many years will it amount to 9 times of itself?,19 years,10 years,11 years,7 years,1,Mathematics,2024
Anjani can do a certain piece of work in 30 days. Anjani and Khushbu can do the same work together in 18 days. Khushbu and Sushmita can do the same work together in 15 days. In how many days can Sushmita alone do the work?,81/3,80/3,85/4,73/5,1,Mathematics,2023
"A person purchased a gift article for ₹1,800 after getting 20% discount. Find the marked price of the gift article.","₹2,500","₹2,250","₹2,800","₹2,150",1,Mathematics,2023
"Sonia invested ₹20,000 on simple interest, partly at 10% per annum and partly at 4% per annum. If she earns equal interests from the two investments after 3 years, then find the sum invested at 10% per annum (in ₹).","5,800","5,797","5,801","5,799",0,Mathematics,2023
"If sinθ + cosecθ = 2, then the value of sin13θ + cosec13θ is:",1,0,2,1/2,1,Mathematics,2023
A man goes to Indore from Bhopal at a speed of 12 km/hr and returns to Bhopal at a speed of 24 km/hr through the same route. What is his average speed (in km/hr) of the entire journey?,16,21,11,12,0,Mathematics,2023
The volume of a right circular cylinder whose height is 20 cm and circumference of the base is 44 cm is:,3080 cu. cm,1936 cu. cm,7623 cu. cm,5082 cu. cm,0,Mathematics,2023
"Saili got an increase of 4% in his sales amount in the first year and 24% in the second year; also with this, his current sales are ₹1,61,200, what was his sales (in ₹) two years ago?","₹1,30,000","₹1,55,000","₹1,05,000","₹1,25,000",3,Mathematics,2023
"If a regular polygon has 15 sides, then what is the measure (in degrees) of each interior angle?",136°,160°,156°,128°,2,Mathematics,2023
Simplify: x(3x - 7) + 7(x² - 4) + 18,-10x² - 7x - 10,-10x² - 7x + 10,10x² - 7x + 10,10x² - 7x - 10,3,Mathematics,2023
Find the mean proportional of 98 and 18.,1.42,2.44,3.45,4.39,0,Mathematics,2023
"₹15,500 were divided among A, B and C, such that 7 times the share of A = 4 times the share of B = 2 times the share of C. Find the share of A.","₹2,479","₹2,542","₹2,580","₹2,480",3,Mathematics,2023
Simplify the following: 9 × (19 × (4²)) ÷ 14 + 13 - 86,857/7,856/7,853/7,852/7,0,Mathematics,2023
Which of the following numbers divide 342165?,1.2,2.7,3.4,3.3,3,Mathematics,2023
"9 years ago, the age of a father was 25 years more than twice his son’s age. After how many years, from now, will he be twice his son’s age?",1. 19,2. 16,3. 21,4. 18,1,General Intelligence and Reasoning,2023
"Six people, D, E, F, G, H and Y are sitting around a circular table, facing the centre. F sits third to the left of G. Only one person sits between F and Y when counted from the right of F. Only two people sit between Y and H. D is an immediate neighbour of H. How many people sit between D and E when counted from right of E?",1. Zero,2. Three,3. One,4. Two,3,General Intelligence and Reasoning,2023
"Suresh starts from Point M and drives 10 km towards north. Then, he takes a right turn and drives 4 km; he turns right again and drives 4 km. Then, he takes a left turn and drives 2 km; then, he turns right and drives 8 km. Then, he takes a final right turn, drives 6 km and stops at Point N. How far (shortest distance) and towards which direction should Suresh finally order to reach Point M again? (All turns are 90-degree turns only, unless specified.)",1. 2 km towards south,2. 4 km towards north,3. 4 km towards south,4. 2 km towards north,3,General Intelligence and Reasoning,2023
"Read the given statements and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusion(s) logically follow(s) from the statements.

Statements:
All oranges are apples.
All apples are grapes.

Conclusions:
(I) Some apples are oranges.
(II) All grapes are oranges.",1. Only conclusion (I) follows.,2. Neither conclusion (I) nor (II) follows.,3. Only conclusion (II) follows.,4. Both conclusions (I) and (II) follow.,0,General Intelligence and Reasoning,2023
"What should come in place of the question mark (?) in the given series?

3 11 20 30 41 ?",1. 61,2. 53,3. 49,4. 58,1,General Intelligence and Reasoning,2023
"In a row of 47 students facing north, Sanjana is 27th from the left end. If Ananad is 18th to the right of Sanjana, what is Ananad's position from the right end of the line?",1. 4th,2. 3rd,3. 2nd,4. 1st,0,General Intelligence and Reasoning,2024
"LK 19 is related to GG 2 in a certain way. In the same way, IT 29 is related to DP 12. To which of the following is OV 13 related, following the same logic?",1. JR 2,2. JS 4,3. IS 4,4. IR 2,0,General Intelligence and Reasoning,2024
"KNML is related to ADCB in a certain way based on the English alphabetical order. In the same way, WZYX is related to MPON. To which of the given options is SVUT related, following the same logic?",1. IKLJ,2. IKJI,3. ILKJ,4. ILKO,2,General Intelligence and Reasoning,2024
"If 3 is added to each even digit and 2 is added to each odd digit in the number 2571463, what will be the sum of the first and last digits in the new number thus formed?",1. 10,2. 12,3. 18,4. 14,0,General Intelligence and Reasoning,2024
"This question is based on the five, three-digit numbers given below. (Left) 121 256 812 658 527 (Right) If all the numbers are arranged in descending order, the position(s) of how many numbers will remain unchanged?",1. Two,2. One,3. Three,4. Zero,3,General Intelligence and Reasoning,2024
"Read the given statements and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusions logically follow(s) from the statements. Statements: Some trees are chairs. Some chairs are graphs. Conclusion (I): Some trees are graphs. Conclusion (II): All graphs are chairs.",1. Only conclusion (II) follows.,2. Neither conclusion (I) nor (II) follows.,3. Only conclusion (I) follows.,4. Both conclusions (I) and (II) follow.,1,General Intelligence and Reasoning,2024
"Seven people, I, J, K, L, U, V and W are sitting in a row, facing north. Only two people sit to the right of K. Only two people sit between K and U. Only two people sit between I and V. V sits to the immediate left of K. L sits to the immediate right of W. Who sits at third position from the left end of the line?",I,J,L,W,1,General Intelligence and Reasoning,2024
Pritam is ranked 5th from the top and 21st from the bottom in his class. How many students are there in the class?,29,26,25,24,2,General Intelligence and Reasoning,2024
"If 1 is added to each even digit of the number 36719542, then what will be the sum of the digits that are repeated more than once in the new number formed?",10,12,15,8,2,General Intelligence and Reasoning,2024
Each of the digits in the number 8357691 is arranged in the ascending order from left to right. The position(s) of how many digits will remain unchanged as compared to that in the original number?,Two,One,Three,None,0,General Intelligence and Reasoning,2024
"If 2 is added to each even digit and 1 is subtracted from each odd digit in the number 52749631, then how many digits will appear more than once in the new number thus formed?",One,Three,Two,Four,1,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series based on the English alphabetical order? TWY RUW PSU NQS ?,LOR,LPQ,LQQ,LPR,2,General Intelligence and Reasoning,2024
"This question is based on the five, three-digit numbers given below. (Left) 570 787 488 277 102 (Right) In how many numbers is the resultant of the summation of the first and the third digits a prime number?",Four,None,One,Two,3,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series based on the English alphabetical order? ZFN FLT LRZ RXF ?,XSD,XDL,XLD,XDS,1,General Intelligence and Reasoning,2024
"Sat starts from Point A and drives 31 km towards East. He then takes a right turn, drives 35 km, turns right and drives 47 km. He then takes a right turn and drives 45 km. He takes a final right turn, drives 16 km and stops at Point P. How far (shortest distance) and towards which direction should he drive in order to reach Point A again? (All turns are 90° turns only unless specified.)",11 km to the West,10 km to the South,10 km to the East,11 km to the South,1,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series? 31 20 7 -8 -25 ?,-45,-42,-43,-44,3,General Intelligence and Reasoning,2024
"In a certain code language, A $ B means 'A is the son of B'. A @ B means 'A is the wife of B'. A # B means 'A is the father of B'. Based on the above, how is E related to N if E $ F + G + M @ N?",Wife's brother,Wife's father,Brother,Father,0,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series? 5 4 2 ? 2 10 ?,-27,-24,-25,-26,3,General Intelligence and Reasoning,2024
"CHRX is related to FKXD in a certain way based on the English alphabetical order. In the same way, QTPV is related to RWVB. To which of the given options is XCHN related, following the same logic?",AFNU,AFNT,AFTN,AFNU,1,General Intelligence and Reasoning,2024
112 people are standing in a row facing north. Mr. Into is 11th from the left end while Mr. Toni is 19th from the right end. How many people are there between Mr. Into and Mr. Toni?,85,81,83,82,3,General Intelligence and Reasoning,2024
"In a certain code language, 'CALM' is coded as '3257' and 'MONK' is coded as '1346'. What is the code for 'M' in the given code language?",1,3,5,7,1,General Intelligence and Reasoning,2024
"In the following number-pairs, the second number is obtained by applying certain mathematical operations to the first number. Select the pair in which the numbers are related in the same way as are the numbers of the following pairs. (Note: Operations should be performed on the whole numbers, without breaking down the numbers into its constituent digits. E.g., 13 - Operations on 13 such as adding/subtracting/multiplying etc. to 13 can be performed. Breaking down 13 into 1 and 3 and then performing mathematical operations on 1 and 3 is not allowed.)","149, 75","125, 70","106, 51","175, 110",3,General Intelligence and Reasoning,2024
"In a certain code language, 'it is tasty' is written as 'mt bk lo' and 'did it go' is coded as 'mf jo mt'. How is 'it' coded in the given language?",lo,mt,jo,mf,1,General Intelligence and Reasoning,2024
"Which Article of the Constitution states, 'no person shall be deprived of his property save by authority of law'?",Article 2,Article 300A,Article 111,Article 368,1,General Awareness,2024
"In 1995, physicists Eric Cornell and Carl Wieman created the first Bose-Einstein condensate (BEC) using which isotope?",Caesium-133,Thorium-232,Sodium-23,Rubidium-87,3,General Awareness,2024
"Which department, headed by Dabir-i-Khas, handled royal correspondence and official communication during the Delhi Sultanate?",Barid-i-Mumalik,Diwan-i-Riyasat,Diwan-i-Insha,Diwan-i-Arz,2,General Awareness,2024
Which Fundamental Right protects citizens from being forced into labour or human trafficking?,Right to Freedom,Right against Exploitation,Right to Constitutional Remedies,Right to Equality,1,General Awareness,2024
Which of the following projects is designed to provide irrigation to Rajasthan's desert areas?,Chambal Project,Hirakud Project,Kosi Project,Indira Gandhi Canal,3,General Awareness,2024
"India's highway network is one of the largest in the world. Which scheme focuses on the development of highways, particularly in economic corridors?",Bharatmala Pariyojana,PM Gram Sadak Yojana,Sagarmala,BharatNet,0,General Awareness,2023
When was the National Rural Health Mission (NRHM) launched by the Government of India?,26 January 2006,8 March 2004,12 April 2004,12 April 2005,3,General Awareness,2023
Which drainage pattern resembles the branches of a tree and is common in rivers of the northern plains?,Radial,Centripetal,Trellis,Dendritic,3,General Awareness,2023
