question_text,option_a,option_b,option_c,option_d,correct_index,section_name,year
"In April 2025, India signed a $7.4 billion deal to purchase 26 Rafale fighter jets with which of the following countries?",Russia,Israel,France,United States,2,General Awareness,2024
The increase in Earth's average temperature due to trapped gases is called:,Climate Change,Ocean acidification,Greenhouse effect,Ozone depletion,2,General Awareness,2024
Which Indian startup successfully tested the country's first electric motor-driven semi-cryogenic rocket engine in May 2025?,Skyroot Aerospace,Bellatrix Aerospace,AgniKul Cosmos,Pixxel,2,General Awareness,2024
What is the function of the Taskbar in the Windows operating system?,Opens the file manager window,Displays currently running applications and allows switching between them,Stores deleted files temporarily,Shuts down the computer immediately,1,General Awareness,2024
Which of the following organizations released the World Social Protection Report (WSPR) 2024-2025?,World Health Organization,International Labour Organization,International Monetary Fund,United Nation Security Council,1,General Awareness,2024
Kathak is a classical dance form from which of the following regions of India?,North India,Western India,South India,Eastern India,0,General Awareness,2023
Who is responsible for implementing the RTI Act in public departments?,Central Vigilance Officer,Director General,District Magistrate,Central Public Information Officer,3,General Awareness,2023
What is the name given to a saucer-shaped intrusive igneous body that is concave to the sky?,Sill,Lapolith,Batholith,Phacolith,1,General Awareness,2023
What is the actual mainland distance of India from east to west?,3143 km,3214 km,2933 km,3014 km,2,General Awareness,2023
This freedom fighter proclaimed himself the Peshwa during the Revolt of 1857 and gathered armed forces and expelled the British garrison from the city. He was the ruler of one of the late Peshwa Baji Rao II. The freedom fighter in question is.,Mangal Pandey,Tantia Tope,Nana Saheb,Kunwar Singh,2,General Awareness,2023
Who received the Best Actress award at the 25th IIFA Awards in 2025?,Neha Dixit,Manisha Kulshreshtha,Subhashree Ganguly,Nitanshi Goel,3,General Awareness,2023
"The Mahatma Gandhi National Rural Employment Guarantee Act, 2005 (MGNREGA) provides a legal guarantee for how many days of employment per year to every rural household in India?",180 days,135 days,100 days,159 days,2,General Awareness,2023
"In the case of Vihan Kumar vs. State of Haryana, what constitutional violation led the Supreme Court to declare the arrest illegal?",Violation of Article 19(1)(a) (Freedom of Speech),Violation of Article 21 (Right to Life and Personal Liberty),Violation of Article 22(1) (Failure to inform grounds of arrest),Violation of Article 14 (Right to Equality),2,General Awareness,2023
Which of the following names is associated with the Faraizi Movement?,Nawab Salimullah,Muhammad Barkatullah,Haji Shariatullah,Hakim Ajmal Khan,2,General Awareness,2023
"To be eligible for membership of a State Legislature, a candidate must meet which of the following qualifications as laid down in the Representation of the People Act, 1951?",Pay income tax in the State,Be an elector (voter) in any State assembly constituency,Be a permanent resident of the State for 15 years,Have at least a graduate degree,1,General Awareness,2023
"What was the main source of revenue for the Pallava empire, used for maintaining their army and administrative expenses?",Trade tax,Land tax,Toll tax,Salt tax,1,General Awareness,2023
What is the function of a diathermic wall in a thermodynamic system?,It allows the flow of heat between systems.,It allows the exchange of matter only.,It prevents the exchange of both matter and energy.,It allows the flow of only work.,0,General Awareness,2023
Who took charge as the Controller General of Defence Accounts (CGDA) on 1 March 2025?,Dr. Mayank Sharma,Shailendra Nath Gupta,Alok Joshi,Ajay Kumar,0,General Awareness,2023
Which Article deals with the constitution of Municipalities?,Article 243Z,Article 243Q,Article 243W,Article 243P,1,General Awareness,2023
The McMahon Line is the boundary between India and which country?,Myanmar,China,Afghanistan,Pakistan,1,General Awareness,2023
"In which of the following budget sessions was the Mission Antyodaya, a convergence and accountability framework aiming to bring optimum use and management of resources, adopted?",Union Budget 2018-19,Union Budget 2017-18,Union Budget 2015-16,Union Budget 2016-17,1,General Awareness,2023
How does the growth of tertiary activities reflect economic development in India?,"It reflects improved services, urban growth and rising demand.",It shows a shift back to farm-based occupations.,It highlights a fall in manufacturing employment.,It indicates a slowdown in overall income generation.,0,General Awareness,2023
Which State launched India's first PPP green waste processing plant?,Telangana,Madhya Pradesh,Chhattisgarh,Kerala,1,General Awareness,2023
On which day in 2025 did India and Pakistan agree to a US-brokered ceasefire with immediate effect?,10 May,11 May,8 May,9 May,0,General Awareness,2023
"Which of the following, set up in June 1986, is responsible for the management of civil aerodromes and civil enclaves as well as for maintenance and operation of aeronautical communication systems at all the airports?",Airports Authority of India,Airports Council International,Delhi International Airport Limited,National Airports Authority,3,General Awareness,2023
Which of the following devices performs optical character recognition (OCR)?,OMR Scanner,OCR Scanner,Flatbed Scanner,Barcode Reader,1,General Awareness,2023
"Where was the 29th World Gas Conference (WGC), known as the 'Olympics' of the global gas industry, held for the first time in its nearly 100-year history in May 2025?","Beijing, China","Paris, France","Tokyo, Japan","Dubai, UAE",0,General Awareness,2023
Lahaulas and Pangwala are major tribes found in which Indian state?,Himachal Pradesh,Goa,Assam,Jharkhand,0,General Awareness,2023
Which of the following developments followed the MoU signed between GRSE and Norway’s Kongsberg at Nor-Shipping 2023?,India will jointly operate a Polar Research Vessel with Norway.,India will purchase its first Polar Research Vessel from Norway.,India will fund Norway’s Polar Research under a new agreement.,India will begin building its first indigenously made Polar Vessel.,3,General Awareness,2023
"In May 2023, which Indian company emerged as the lowest bidder for the Indian Navy’s Next Generation Corvettes (NGC) project, valued at over ₹25,000 crore?",Cochin Shipyard Limited,Mazagon Dock Shipbuilders Limited,Garden Reach Shipbuilders & Engineers,Hindustan Shipyard Limited,2,General Awareness,2023
The commercialisation of agriculture under the British transformed the rural economy. What did 'commercialisation of agriculture' in British India lead to?,Increased production of cash crops,Growth of self-sufficient villages,Elimination of rural debt,Rise in food grain production,0,General Awareness,2023
Which thermodynamic quantity helps determine the spontaneity of a chemical reaction?,Enthalpy,Entropy,Gibbs free energy,Internal free energy,2,General Awareness,2023
"In May 2023, the Khelo India Multipurpose Hall in Arunachal Pradesh was officially opened in which district by Union Minister Dr. Mansukh Mandaviya?",Kamle,Tawang,West Kameng,Lower Subansiri,0,General Awareness,2023
Which law allowed inter-caste and inter-religious marriages during the British period in India?,Widow Remarriage Act,Act of Settlement,Sarda Act,Act of 1872,3,General Awareness,2023
"Industrially, which acid is mainly produced by the carbonylation of methanol using carbon monoxide?",Acetic acid,Hydrochloric acid,Nitric acid,Citric acid,0,General Awareness,2023
Which Constitutional Amendment Act added the Ninth Schedule to the Constitution of India?,"First Amendment Act, 1951","Fourth Amendment Act, 1955","Seventeenth Amendment Act, 1964","Twenty-ninth Amendment Act, 1972",0,General Awareness,2023
Which of the following Articles of the Indian Constitution empowers Parliament to make laws relating to the acquisition and termination of the Indian Citizenship?,Article 7,Article 10,Article 12,Article 11,3,General Awareness,2023
"Which international summit on artificial intelligence was held in Bengaluru in 2025, highlighting the importance of ethical and inclusive AI collaboration between India and France?",La French Tech India AI Summit,India-US AI Conference,Indo-European AI Partnership Meet,Global AI Ethics Forum,0,General Awareness,2023
"How many medals were won by the Indian team in Archery World Cup Stage 2 at Shanghai, China in May 2025?",1,2,3,4,0,General Awareness,2023
Abu'l Fazl was the court historian of which of the following rulers?,Aurangzeb,Akbar,Babar,Alauddin Khilji,1,General Awareness,2023
"The marked price of an article is ₹2,500. A shopkeeper gives three successive discounts of 25%, 20% and 5%, and sells the article at ₹1,380. Find the value of K.",1.7,2.7.6,3.6.5,4.8,3,Mathematics,2023
"P, Q and R invest sum in the ratio of 2 : 22 : 70, respectively. If they earned a total profit of ₹4,700 at the end of the year, then what is the difference between share of Q and R?","₹2,447","₹2,306","₹2,400","₹2,430",2,Mathematics,2023
A kite is flying at the height of 353.55 m above the ground. It is attached to a string inclined at an angle of 45° to the horizontal. What is the approximate length of the string?,"1,375 m","2,250 m","3,500 m","4,300 m",2,General Awareness,2023
"What is the median of the following data? 49, 96, 59, 54, 97, 30, 44, 46, 36, 55, 23","1,48.5","2,49.5","3,50","4,49",3,General Awareness,2023
"₹32,100 were divided among A, B and C, such that 2 times of A = 7 times of B = 4 times of C. Find the share of A.","1,₹17,847","2,₹17,815","3,₹18,091","4,₹17,976",3,General Awareness,2023
"Find the surface area of the cuboid with dimensions 3 cm, 5 cm and 8 cm.","1,79 square cm","2,120 square cm","3,158 square cm","4,60 square cm",2,General Awareness,2023
"A man goes to Indore from Bhopal at a speed of 20 km/hr and returns to Bhopal at speed of 30 km/hr, through the same route. What is his average speed (in km/hr) of the entire journey?","1,28","2,29","3,24","4,20",2,General Awareness,2023
The product of two consecutive natural numbers is 90. The greater of the two numbers is:,"1,6","2,21","3,11","4,10",3,General Awareness,2023
"The number of prime numbers lying between 317 and 322, both included, is:","1,2","2,3","3,4","4,1",3,General Awareness,2023
Which of the following ratios is the greatest?,1 : 48 : 55,2 : 30 : 53,3 : 40 : 90,4 : 22 : 51,2,Mathematics,2023
A sum of money triples itself at a certain rate of compound interest in 15 years. In how many years will it amount to 81 times of itself?,1 : 60 years,2 : 51 years,3 : 61 years,4 : 56 years,0,Mathematics,2023
"In covering a distance of 198 km, Amit takes 4 hours more than Vinay. If Amit doubles his speed, then he would take 5 hours less than Vinay. Amit's speed is:",1 : 10 km/hr,2 : 11 km/hr,3 : 12 km/hr,4 : 20 km/hr,1,Mathematics,2023
"Eight times the present age of P exceeds the present age of Q by 46 years. After 10 years, three times Q's age will be 12 years less than eight times P's age at that time. What is the present age (in years) of Q?",1 : 42,2 : 37,3 : 49,4 : 43,0,Mathematics,2023
Find the value of x satisfying: 4(4x² - 5) - 4(4x² + 6x - 4) = 15,1 : -19/24,2 : -23/24,3 : 17/24,4 : 11/24,0,Mathematics,2023
Evaluate: 16 + 12 ÷ 6 - 2 × 3,1 : 12,2 : 14,3 : 15,4 : 11,0,Mathematics,2023
Simplify the following. 1 × (5 × (3²)) ÷ 17 + 44 - 78,533/17,538/17,535/17,534/17,0,Mathematics,2024
A man makes a monthly payment equal to 20% of his monthly salary towards debt repayment. He spends 25% of the remaining salary and saves €780. His monthly salary (in €) is:,"1,388","1,300","1,366","1,383",1,Mathematics,2024
"The HCF and the LCM of two numbers are 29 and 174, respectively. If one of the numbers is 56, find the other one.",174,145,87,116,2,Mathematics,2024
"The average of first 151 odd natural numbers, is:",152,151,150.5,151.5,1,Mathematics,2024
Ashok bought some pencils at the rate of ₹180 a dozen. He sold them for ₹16 each. His profit percentage is ______%.,6.67,10.67,8.67,4.67,0,Mathematics,2024
A number when increased by 100% gives 2750. The number is:,1375,2750,4125,687.5,0,Mathematics,2024
"A shopkeeper lists the price of a fan at 34% above its cost price and offers a 25% discount on its list price. If he earns a profit of ₹177, then what is the list price (in ₹) of the fan?","₹ 47,148","₹ 47,300","₹ 47,436","₹ 47,209",2,Mathematics,2023
The value of 3/4 + (1/(1 + 5/9)) - 2/3 is,60/83,57/77,61/84,63/92,2,Mathematics,2023
"Pipe P can fill 2/9 part of a tank in 28 hours, and pipe Q can fill 2/7 part of the tank in 28 hours. Both P and Q were kept open for 6 hours, then both were closed. Pipe R emptied the water in the tank in 8 hours. Pipes P, Q and R together can empty the tank in how many hours?",145 hours,117 hours,126 hours,137 hours,2,Mathematics,2023
"Sapna invested ₹22,800 on simple interest, partly at 6% per annum and partly at 4% per annum. If she earns equal interests from the two investments after 8 years, then find the sum invested at 6% per annum (in ₹).","₹ 9,117","₹ 9,123","₹ 9,122","₹ 9,120",3,Mathematics,2023
"Find the HCF of 120, 144 and 168.",12,48,36,12,0,Mathematics,2023
"Pipe A can fill tank in 12 hours, pipe B can fill the same tank in 25 hours and pipe C can fill the same tank in 10 hours. The time taken by them to fill the same tank if they operate together is:",9 hours 32/67 hours,12 hours 32/67 hours,4 hours 32/67 hours,13 hours 32/67 hours,2,Mathematics,2024
"A shopkeeper marks a mobile phone for ₹15,000 but allows a discount of 10%. What amount does the customer actually pay?","₹13,500","₹14,000","₹14,500","₹13,800",0,Mathematics,2024
The ratio of an interior angle to its corresponding exterior angle in a regular polygon is 3:2. Determine the number of sides of the polygon.,1:8,2:7,3:6,4:5,3,General Intelligence and Reasoning,2024
"The area of one side of a rectangular box is 45 cm², and the area of another adjacent side is 24 cm². If the area of the top surface (third side) is 30 cm², find the volume of the box.","1,270 cm³","2,540 cm³","3,600 cm³",180 cm³,3,General Intelligence and Reasoning,2024
"In the following triads, each group of letters is related to the subsequent one following a certain logic. Select from the given options, the one which follows the same logic.",GROW - GORW - WORG,JUST - TUJS - USJT,DEWS - EDWS - SEWD,TERM - METR - RETM,1,General Intelligence and Reasoning,2024
"Seven people A, B, C, D, E, F and G are sitting in a row, facing the north. F sits sixth from the right end of the row. Only two people sit between E and F. A sits to the right of E but left of G. D sits third to the left of C. How many people sit to the right of B?",Four,Three,Two,Five,0,General Intelligence and Reasoning,2024
S is the father of Y. Y is the brother of R. R is the wife of U. U is the son of P. How is S related to P?,Son's wife's mother,Son's wife's sister,Son's wife's brother,Son's wife's father,3,Mathematics,2024
"Read the given statements and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusion(s) logically follow(s) from the statements. Statements: Some walls are roofs. No roof is a floor. Conclusions (I): No roof is a wall. Conclusions (II): Some floors are roofs.",Neither conclusion (I) nor (II) follows.,Only conclusion (I) follows.,Both conclusions (I) and (II) follow.,Only conclusion (II) follows.,0,Mathematics,2024
"SPLT is related to ONJF in a certain way based on the English alphabetical order. In the same way, OLHP is related to MJFN. To which of the given options is KHBL related, following the same logic?",FLJB,IFBJ,IFJB,FIBJ,1,Mathematics,2024
"Pulak starts from Point A and drives 5 km towards South. He then takes a right turn, drives 9 km, turns right and drives 13 km. He then takes a right turn and drives 11 km. He takes a final right turn, drives 8 km and stops at Point P. How far (shortest distance) and towards which direction should he drive in order to reach Point A again? (All turns are 90° turns only unless specified.)",2 km to the West,4 km to the East,5 km to the West,6 km to the North,0,Mathematics,2024
"Seven people, J, J, K, L, P, Q and R are sitting in a row, facing north. Only two people sit between J and J. Only P sits to the right of K. Only one person sits between I and K. Q sits at some place to the right of L but at some place to the left of R. How many people sit between R and L?",Four,Three,Two,One,2,Mathematics,2024
"In a certain code language, 'YARN' is coded as '25#@' and 'ARTY' is coded as '#$52'. What is the code for 'T' in the given code language?",$,#,2,5,0,Mathematics,2024
"This question is based on five, four-digit numbers given below. (Left) 4138 2345 6367 5353 1276 (Right) (Example: 6975 – First digit = 6, second digit = 9, third digit = 7 and fourth digit = 5) (NOTE: All operations to be done from left to right.) What will be the resultant if the first digit of the largest number is multiplied to the second digit of the smallest number?",1. 15,2. 12,3. 14,4. 17,1,Mathematics,2024
Each of the digits in the number 2786431 is arranged in the ascending order from left to right. The position(s) of how many digits will remain unchanged as compared to that in the original number?,1. One,2. Three,3. Two,4. None,3,Mathematics,2024
"Which of the following letter-number clusters will replace the question mark (?) in the given series to make it logically complete? LIG 1, NKI 4, ?, ROM 16, TQO 25",1. PMK 9,2. QNK 12,3. PNL 9,4. QNL 9,0,Mathematics,2024
"In the following number-pairs, the second number is obtained by applying certain mathematical operation(s) to the first number. Select the number-pair in which the numbers are related in the same way as are the numbers of the following pairs. (NOTE: Operations should be performed on the whole numbers, without breaking down the numbers into their constituent digits. E.g. 13 – Operations on 13 such as adding to/subtracting from/multiplying with 13 can be performed. Breaking down 13 into 1 and 3 and then performing mathematical operations on 1 and 3 is not allowed.) 45, 165 24, 144","1. 42, 172","2. 18, 142","3. 21, 131","4. 38, 158",3,Mathematics,2024
What should come in place of the question mark (?) in the given series based on the English alphabetical order? ZMB JXN TIZ DTL ?,1. NEY,2. NYE,3. NEX,4. NXE,2,Mathematics,2024
38 people are standing in a row facing North. Harman is 15th from the right end while Hinal is 13th from the left end. How many people are there between Harman and Hinal?,1. 10,2. 8,3. 7,4. 9,0,Mathematics,2024
"What will come in the place of the question mark (?) in the following equation, if ‘+’ and ‘×’ are interchanged, and ‘−’ and ‘÷’ are interchanged? 46 − 2 + 10 + 3 × 24 = ?",1. 12,2. 22,3. 28,4. 17,3,Mathematics,2024
"What will come in the place of the question mark (?) in the following equation, if ‘+’ and ‘×’ are interchanged, and ‘−’ and ‘÷’ are interchanged? 6 − 4 + 85 + 5 + 22 = ?",1. 22,2. 29,3. 42,4. 36,1,Mathematics,2024
"In the following triads, each group of letters is related to the subsequent one following a certain logic. Select from the given options, the one which follows the same logic. SACK - CSAK - KCAS, LEAP - ALEP - PAEL",1. PLAY - APLY - LAYP,2. EMIT - MEIT - TMIE,3. TEMP - TMEP - PMET,4. GOLD - LGOD - DLOG,3,Mathematics,2024
"Seven boxes, A, B, C, D, E, F and G, are kept one over the other but not necessarily in the same order. Only two boxes are kept between C and E. Only A is kept above B. No box is kept below E. F is kept at some place below D but at some place above G. How many boxes are kept between A and G?",1. 3,2. 4,3. 1,4. 2,0,Mathematics,2024
"Based on the English alphabetical order, three of the following four letter-clusters are similar in a certain way and thus form a group. Which letter-cluster DOES NOT belong to that group? (Note: The odd one out is not based on the number of consonants/vowels or their position in the letter-cluster.)",1. AWRL,2. GCXR,3. QNHB,4. SOJD,2,Mathematics,2024
Town A is to the west of Town B. Town C is to the south of Town A. Town D is to the east of Town E. Town F is to the west of Town A. What is the position of Town E with respect to Town C?,1. South,2. East,3. Northeast,4. Northwest,3,Mathematics,2024
"All 43 people are standing in a row, facing North. Kishor is 24th from the left-end while Monu is 12th from the right-end. How many people are there between Kishor and Monu?",7,2 5,3 6,4 8,0,Mathematics,2024
"In a certain code language, 'MEAT' is coded as '4257' and 'TURN' is coded as '1365'. What is the code for 'T' in the given code language?",1 6,2 7,3 5,4 1,2,Mathematics,2024
Select the number from among the given options that can replace the question mark (?) in the following series. 32 40 50 62 76 ?,1 98,2 95,3 86,4 92,3,Mathematics,2024
"Based on the English alphabetical order, three of the following four letter-cluster pairs are alike in a certain way and thus form a group. Which letter-cluster pair DOES NOT belong to that group? (Note: The odd one out is not based on the number of consonants/vowels or their position in the letter-cluster.)",LP-KN,EI-DG,HL-GJ,BF-AC,3,Mathematics,2024
What should come in place of the question mark (?) in the given series? 9 15 47 91 275 ?,1 574,2 550,3 547,4 505,2,Mathematics,2024
"Refer to the following number, symbol series and answer the question. Counting to be done from left to right only. (Left) 7 # * @ & 8 4 & 6 1 5 9 € $ * 6 6 8 5 7 7 (Right) How many such numbers are there each of which is immediately preceded by a symbol and also immediately followed by a symbol?",Two,One,Zero,Three,3,Mathematics,2024
"Based on the English alphabetical order, three of the following four letter cluster pairs are alike in a certain way and thus form a group. Which pair DOES NOT belong to that group? (NOTE: The odd one out is not based on the number of consonants/vowels or their position in the letter cluster.)",GB-JE,AV-DY,RM-VP,OJ-RM,2,Mathematics,2024
What should come in place of the question mark (?) in the given series? 288 233 183 138 98 ?,1.43,2.73,3.63,4.53,2,Mathematics,2024
1 is subtracted from each even digit of the number 95423671. Find the product of the digits that are third from the left and third from the right in the new number formed.,1.0,2.15,3.8,4.10,1,Mathematics,2024
"Read the given statements and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusions logically follow(s) from the statements. Statements: All oranges are melons. All grapes are oranges. Conclusions: (I) Some melons are oranges. (II) All grapes are melons.",Only conclusion (I) follows.,Neither conclusion (I) nor (II) follows.,Only conclusion (II) follows.,Both conclusions (I) and (II) follow.,3,Mathematics,2024
Which country took over the Chairmanship of the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP) on 1 January 2025?,Canada,New Zealand,Japan,Australia,3,General Awareness,2024
"Which Schedule of the Constitution deals with the administration of Scheduled Areas in states, other than the Northeast?",Fifth Schedule,Ninth Schedule,Sixth Schedule,Seventh Schedule,0,General Awareness,2024
"As of April 2025, what amount of monthly pension is given to players under Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons (PDUNWFS) scheme?","₹5,000","₹3,000","₹6,000","₹4,000",0,General Awareness,2024
In which year was the first cases of the disease now known as acquired immunodeficiency syndrome (AIDS) identified?,1977,1981,1992,1988,1,General Awareness,2024
Technological innovation was key to the success of the Green Revolution. The success of HYV seeds in India was contingent on which critical input?,Chemical fertilisers,Hand tools,Organic compost,Forest cover,0,General Awareness,2024
Which Indian athlete broke the women’s shot put indoor national record at the Mountain West Indoor Track and Field Championships 2025?,Krishna Jayasankar,Manpreet Kaur,Kamalpreet Kaur,Navjeet Kaur Dhillon,0,General Awareness,2023
What is the disintegration of rocks into smaller fragments without any change in their chemical composition called?,Mechanical weathering,Exfoliation,Frost Action,Block disintegration,0,General Awareness,2023
Which of the following methods is used to rename a file or folder in MS Windows?,Double-click the file to open it,Press 'Ctrl + R',Right-click the file and select 'Delete',Right-click the file and select 'Rename',3,General Awareness,2023
Which of the following Indian players won ICC Men’s Player of the Month for March 2025?,KL Rahul,Virat Kohli,Shreyas Iyer,Rohit Sharma,2,General Awareness,2023
"Which Indian institution, on 15 May 2025, collaborated with Japan’s Sharp Semiconductor Innovation Corporation (SSIC) to successfully test Beyond 5G (B5G) and 6G wireless technologies?",Indian Institute of Technology Madras (IIT-M),Indian Institute of Technology Hyderabad (IIT-H),Indian Institute of Technology Bombay (IIT-B),Indian Institute of Technology Delhi (IIT-D),1,General Awareness,2023
Which of the following factors most influences the uneven distribution of population in India?,Language diversity,National income,Trade union policies,Soil fertility and water availability,3,General Awareness,2023
Which of the following combinations of shortcut keys and functions is correctly matched?,Ctrl + V – Finds a specific word in the document,Ctrl + F – Switches between open tabs,Ctrl + Tab – Copies the selected text,Ctrl + C – Copies content to the clipboard,3,General Awareness,2023
Which Indian judgment laid down the concept of 'Basic Structure' of the Constitution?,Kesavananda Bharati v. State of Kerala,Maneka Gandhi v. Union of India,Golaknath v. State of Punjab,Minerva Mills v. Union of India,0,General Awareness,2023
"Hills of Kaimur, the easternmost part of the Vindhya Range, which begins near Jabalpur district of Madhya Pradesh, ends near which district of Bihar?",Nawada,Patna,Rohtas,Munger,2,General Awareness,2023
In which of the following years was the Central Goods and Services Tax Act enacted?,2009,2007,2017,2013,2,General Awareness,2023
"Which Indian Army unit represented India in VINBAX, conducted in November 2024?",Parachute Regiment,Corps of Engineers,Mechanised Infantry Regiment,Gorkha Rifles,1,General Awareness,2023
Who was the Chief Architect behind the integration of over 560 princely states into the Indian Union?,Sardar Vallabhbhai Patel,Rajendra Prasad,Lord Mountbatten,Jawaharlal Nehru,0,General Awareness,2023
Jharkhand has announced its first tiger safari in the Barwadih Western Forest Range; it is a part of which tiger reserve?,Pench Tiger Reserve,Palamau Tiger Reserve,Bandipur Tiger Reserve,Sanjay Gandhi Tiger Reserve,1,General Awareness,2023
In which of the following cities was the 2nd edition of Khelo India Para Games 2025 held in March 2025?,Mumbai,Bengaluru,Hyderabad,New Delhi,3,General Awareness,2023
"Who among the following is eligible to be appointed as the Chairperson of the Lokpal, as per the Lokpal and Lokayuktas Act, 2013?",A former Judge of the Supreme Court,A sitting judge of a High Court,A current Member of Parliament,A retired Cabinet Secretary of India,0,General Awareness,2023
Which renewable energy source has the largest installed capacity in India as of the year 2025?,Geothermal energy,Solar energy,Wind energy,Hydro power,1,General Awareness,2023
Which law states that a compound always contains the same elements in the same proportion by mass?,Law of Conservation of Mass,Law of Definite Proportions,Law of Multiple Proportions,Avogadro's Law,1,General Awareness,2023
Which river from the following originates from the Amarkantak Plateau?,Narmada,Mahanadi,Ganga,Tapti,0,General Awareness,2023
Who among the following joined the Planning Commission as its Vice-Chairman in March 1950?,Shyama Prasad Mukherjee,John Mathai,Gulzarilal Nanda,Jagjivan Ram,2,General Awareness,2023
The 91st Amendment of the Indian Constitution was enacted in which year?,1978,1989,2000,2003,3,General Awareness,2023
The five village committees (variyams) such as neernilai variyam and needhi variyam were a unique administrative feature of which of the following dynasties?,Guptas,Mauryas,Satavahanas,Pandyas,3,General Awareness,2023
The Pallava kings adopted which title to reflect that their rule was guided by the principles of the Dharmashastras?,Maharajadhiraja,Rajadhiraja,Dharma-Maharaja,Chakravarti,2,General Awareness,2023
Which of the following is a major challenge for Indian cities due to rapid urbanisation?,Decline in urban unemployment,Improved access to green spaces,Enhanced walkability in all city zones,Pressure on infrastructure and services,3,General Awareness,2023
What was the main characteristic of the Indian economy at the time of independence in 1947?,High per capita income,Self-sufficiency in food grains,Dominance of the industrial sector,Predominantly agrarian with low productivity,3,General Awareness,2024
Which of the following is true about the original jurisdiction of the Supreme Court of India?,It reviews the decisions of tribunals,It grants pardons to criminals,It deals with criminal appeals only,It settles disputes between the Union and states,3,General Awareness,2024
What is the main objective of the Khelo India scheme?,Encourage traditional games and sports,Promote yoga in schools and colleges,Strengthen sports culture and identify young talent,Build sport organisations and stadiums in metro cities,2,General Awareness,2024
The United Kingdom has signed an agreement to hand over Chagos Island to which of the following countries?,Indonesia,Mauritius,Madagascar,Malaysia,1,General Awareness,2024
What does globalisation mainly mean in economic terms?,Connecting to the world economy,Limiting trade,Stopping foreign investment,Closing borders,0,General Awareness,2024
Who introduced the Bharatiya Vayuyan Adhiniyam that was passed in the Rajya Sabha in December 2024?,Ram Mohan Naidu,Jyotiraditya M Scindia,Hardeep Singh Puri,Kiren Rijiju,1,General Awareness,2024
What is the official name of Kerala’s 2025 healthcare reform initiative?,Better Health Blueprint,Kerala Health System Improvement Programme,Care4Kerala Mission,Comprehensive Health Kerala,1,General Awareness,2024
Which of these is a distinct feature of a statutory corporation in India?,It has no legal existence separate from the government,"It is established by an Act, has a separate legal identity, and can sue or be sued",Its employees are considered government civil servants under the usual rules,It is fully owned by private shareholders and receives no government funding,1,General Awareness,2024
Which tribal revolt in 1831-32 was led by Buddho Bhagat and targeted exploitative landlords and British officials?,Munda Revolt,Kol Revolt,Bhil Revolt,Santhal Revolt,1,General Awareness,2023
What is the tenure duration of Justice BR Gavai as the Chief Justice of India?,6 months,2. 3 years,1 year,2 years,0,General Awareness,2023
Which reaction occurs when an alkoxide ion attacks a primary alkyl halide via SN2 mechanism?,Friedlaender synthesis,Arndt-Eistert synthesis,Coumarin synthesis,Williamson synthesis,3,General Awareness,2023
"Where and when is the final in-flight testing of the Kaveri Derivative Engine (KDE) scheduled, as part of its certification process?","Russia, late 2025","India, early 2025","France, late 2025","China, mid-2026",0,General Awareness,2023
Which of the following ratios is the greatest?,40 : 90,22 : 54,42 : 68,46 : 51,3,Mathematics,2023
"The average runs scored by a batsman in 23 matches is 43. In the next 10 matches, the batsman scored an average of 13 runs. Find his average runs scored (rounded off to two decimal places) in all the 33 matches.",33.52,36.52,35.52,34.52,3,Mathematics,2023
"Aarohi has to reach Lucknow, which is 907 km away in 14 hours. His starting speed for 5 hours was 20 km/hr. In the next 3 hours, he covered 27 km/hr. At what speed he must travel now so as to reach Lucknow in the decided time of 14 hours?",117 km/hr,108 km/hr,111 km/hr,107 km/hr,2,Mathematics,2023
"The product of two positive numbers is 2645. If the first number is five times the second number, then the sum of the two numbers is:",1. 155,2. 146,3. 138,4. 149,2,Mathematics,2023
"A piece of furniture is marked at 35% above its cost price. The shopkeeper gives a discount of 18% on the marked price and still earns €1,498 profit. What is the cost price of the furniture?","1. €16,000","2. €15,000","3. €12,000","4. €14,000",3,Mathematics,2023
Find the circumference (in m) of the largest circle that can be drawn completely inside a rectangle with sides 196 m and 271 m.,1. 614,2. 608,3. 613,4. 616,3,Mathematics,2023
The LCM of the numbers 2.9 and 0.031 is:,1. 0.899,2. 899,3. 89.9,4. 8.99,2,Mathematics,2023
Find the perimeter of a rectangular plot whose length is 68 m and area is 1904 m².,1. 174 m,2. 186 m,3. 165 m,4. 192 m,3,Mathematics,2023
In an election between two candidates 96% of the registered voters cast their vote and 10% of the votes polled were found invalid. Winning candidate got 57% of the valid votes and won the election by a margin of 378 votes. How many voters were registered?,1. 3122,2. 3125,3. 21872,4. 3123,1,Mathematics,2023
An amount of €785 is divided among three persons in the ratio of 19:3:18. The difference between the largest and the smallest shares (in €) in the distribution is:,1. 314,2. 369,3. 387,4. 315,0,Mathematics,2023
The exterior angle of a regular polygon is one-seventh of its interior angle. How many sides does the polygon have?,1. 24,2. 12,3. 16,4. 18,2,Mathematics,2024
"The number of prime numbers lying between 397 and 407, both included, is:",1. 2,2. 6,3. 4,4. 1,0,Mathematics,2024
